pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
73472,Who will take permission from local government?,Peso permission will be taken by?,0,who will take permiss from local govern,peso permiss will be taken by
11416,What can you remind me about,remind me about walk,0,what can you remind me about,remind me about walk
18873,show me flights from mumbai to pune,Send me flight schedule,0,show me flight from mumbai to pune,send me flight schedul
60263,Is it important to have business license to be a vendor?,Is it important to buy Stove,0,is it import to have busi licens to be a vendor,is it import to buy stove
25916,sign agreement from dubai,Sign agreement after a week,0,sign agreement from dubai,sign agreement after a week
10460,tell me about your escalation matrix for domestic cylinders,Can we use Domestic Cylinder in other LPG run appliances,0,tell me about your escal matrix for domest cylind,can we use domest cylind in other lpg run applianc
33545,Can you send me pin no,pin didnt came,0,can you send me pin no,pin didnt came
58587,Book a cab to work,I want to book a cab,0,book a cab to work,i want to book a cab
26291,Any cashback on train tickets?,help me with train tickets,0,ani cashback on train ticket,help me with train ticket
34716,show motivational quotes,I want motivation,1,show motiv quot,i want motiv
46256,I need to book a flight,i want to book flat,0,i need to book a flight,i want to book flat
30500,how much is the premium for Total Secure,Can I please know the Total secure plan,0,how much is the premium for total secur,can i pleas know the total secur plan
47847,Send me the ticket on my mail,Please email the tickets,1,send me the ticket on my mail,pleas email the ticket
1636,I want to book flight tickets.,I want to book flight,1,i want to book flight ticket,i want to book flight
55906,Railway reservation,Have u stopped train reservation,1,railway reserv,have u stop train reserv
64738,Book a flight from Mumbai to Delhi,need flights from mumbai to pune,1,book a flight from mumbai to delhi,need flight from mumbai to pune
14544,Become a Auto LPG Franchisee,Nearest LPG Franchisee,0,becom a auto lpg franchise,nearest lpg franchise
21729,I want to book a flight,transaction fees on flight booking,0,i want to book a flight,transact fee on flight book
3644,tell me another word,show another word,1,tell me anoth word,show anoth word
2166,I have already paid my bills,pay my bill.,0,i have alreadi paid my bill,pay my bill
12307,suggest me Flight Tickets,Please help me with booking flight tickets,0,suggest me flight ticket,pleas help me with book flight ticket
1407,i want offer on flight booking.,book flight,0,i want offer on flight book,book flight
26510,i hvnt received receipt,sir i dont receive receipt,1,i hvnt receiv receipt,sir i dont receiv receipt
24152,What are the key features of Saral Nivesh,what are the key features,0,what are the key featur of saral nivesh,what are the key featur
49211,What features does Total Secure plan has,Premium for Total Secure,0,what featur doe total secur plan ha,premium for total secur
34521,how to pay entry fee for contests,why you refunded the entry fees,0,how to pay entri fee for contest,whi you refund the entri fee
16696,suggest me nearest place for car repair,suggest me nearby places with wifi,0,suggest me nearest place for car repair,suggest me nearbi place with wifi
33404,do not give me updates,I can't give no,0,do not give me updat,i ca n't give no
50876,Some awesome cashback offers on flights.,Any cashback on flights,0,some awesom cashback offer on flight,ani cashback on flight
16365,you guys are charging convenience fees,How much convenience charge for domestic flights booking,0,you guy are charg conveni fee,how much conveni charg for domest flight book
64624,Book Service: Electrical,book a service,0,book servic electr,book a servic
828,any offer running on flights,Any discounts available for purchase of tickets,0,ani offer run on flight,ani discount avail for purchas of ticket
5449,where can i track my application,where can i track,1,where can i track my applic,where can i track
44913,unable to login,i want to login into another device,0,unabl to login,i want to login into anoth devic
28442,I would like to cancel my daily motivational quote subscription,Stop daily jokes,0,i would like to cancel my daili motiv quot subscript,stop daili joke
62052,prepare a reminder jog,reminder exercise,1,prepar a remind jog,remind exercis
14032,I need a reminder to drink water,Alarm to drink water,1,i need a remind to drink water,alarm to drink water
16390,I need to book a flight,Help me with flight booking,0,i need to book a flight,help me with flight book
10605,What are the benefits of Margin funding?,How does margin funding work?,0,what are the benefit of margin fund,how doe margin fund work
74262,Too high,Tickets rates are high,0,too high,ticket rate are high
6100,charge convenience fee,How much convenience fee,0,charg conveni fee,how much conveni fee
18594,I did not receive the OTP,No OTP received,1,i did not receiv the otp,no otp receiv
3973,broadband bills,Bsnl broadband bill payment,1,broadband bill,bsnl broadband bill payment
51536,I am not able to connect to the internet,i am unable to connect,0,i am not abl to connect to the internet,i am unabl to connect
5084,how to join contest,check my joined contests,0,how to join contest,check my join contest
28148,how to deposit money,deposited money levelup,0,how to deposit money,deposit money levelup
32264,terminal number of this flight,I cant remember flight number,0,termin number of thi flight,i cant rememb flight number
13946,I want to delete my reminder,cancel my reminders,1,i want to delet my remind,cancel my remind
53536,My wrong answers,What are my wrong answers,1,my wrong answer,what are my wrong answer
4423,what kind of Reminders can U set,Can you schedule a reminder for jog,0,what kind of remind can u set,can you schedul a remind for jog
64578,any cashback,any deals on trains,0,ani cashback,ani deal on train
21063,Check availability for,check availability for north,0,check avail for,check avail for north
39020,I want to see your picture,I want to see my subscriptions,0,i want to see your pictur,i want to see my subscript
18405,modification Exercise Reminder,set reminder exercise,0,modif exercis remind,set remind exercis
16778,I will start from next month for 10 years.,will start from next month,1,i will start from next month for 10 year,will start from next month
7306,send me reminder to drink water,Remind me to drink water,1,send me remind to drink water,remind me to drink water
58514,still not got amazon cashback,i dont get cashback,0,still not got amazon cashback,i dont get cashback
20626,I want to check flight bookings,I want to book flight,0,i want to check flight book,i want to book flight
3352,Please refund,I want refund immediately,0,pleas refund,i want refund immedi
13136,Can't you tell me something good?,I can't give no,0,ca n't you tell me someth good,i ca n't give no
25438,no refund my money,Plz refund my amount,1,no refund my money,plz refund my amount
12091,I want to book flight tickets.,Hi i want to book flight tickets .,1,i want to book flight ticket,hi i want to book flight ticket
10511,I wanna fly to hyderabad,check price for flight from mumbai to pune,0,i wan na fli to hyderabad,check price for flight from mumbai to pune
607,after that what is to be done?,what is to be done,1,after that what is to be done,what is to be done
9073,link to download this app on computer,download the app?,0,link to download thi app on comput,download the app
9159,please email me my ticket,Can you please mail me the ticket again,1,pleas email me my ticket,can you pleas mail me the ticket again
21078,how to connect,how r u,0,how to connect,how r u
37013,any offer on flight booking,Tutorial for flights deals,0,ani offer on flight book,tutori for flight deal
22316,Please tell me best domestic flight offer,domestic flights booking,0,pleas tell me best domest flight offer,domest flight book
19970,But your price is higher,Your price is high in comparison with goibibo,0,but your price is higher,your price is high in comparison with goibibo
14028,How to download invoice?,I WANT TO DOWNLOAD THE REPORT,0,how to download invoic,i want to download the report
35382,I am in top 200 in gk,I am in top 200 in cricket,0,i am in top 200 in gk,i am in top 200 in cricket
53381,I want to book a flight,I need to book bus ticket,0,i want to book a flight,i need to book bu ticket
18420,any offers currently available on flight tickets,Are there any discount or cashback offers,0,ani offer current avail on flight ticket,are there ani discount or cashback offer
7852,want Flight Tickets,show me flights from mumbai to pune,0,want flight ticket,show me flight from mumbai to pune
67482,i want to close account,close the account and transfer my shares,0,i want to close account,close the account and transfer my share
65544,Can you send some repair person to my place?,need a repair person,1,can you send some repair person to my place,need a repair person
2755,Please advise on the stocks to buy,what to buy,0,pleas advis on the stock to buy,what to buy
2033,I wanna fly to hyderabad,I wanna look for flights,0,i wan na fli to hyderabad,i wan na look for flight
32393,I want to book a flight,Please help me with booking flight tickets,0,i want to book a flight,pleas help me with book flight ticket
71119,Correct answers,correct answer of these questions,1,correct answer,correct answer of these question
59166,any discount on flight booking,Some awesome cashback offers on flights.,0,ani discount on flight book,some awesom cashback offer on flight
26864,any cashback on flight booking,Tutorial for flights discounts,0,ani cashback on flight book,tutori for flight discount
38372,auto connect plan,how does auto connect work,0,auto connect plan,how doe auto connect work
15372,Home Cleaning service,apartment cleaning,1,home clean servic,apart clean
57354,modification My To-Do List,i would like to change my to-do list,0,modif my to-do list,i would like to chang my to-do list
21094,wake up reminder,wake me up,1,wake up remind,wake me up
66508,give me a call to drink water,I need a call to remind me to drink water,1,give me a call to drink water,i need a call to remind me to drink water
32039,Any offer,Is there any cashback,1,ani offer,is there ani cashback
42314,am I eligible for any gk prize today,see gk prizes,0,am i elig for ani gk prize today,see gk prize
42975,HDF Amount,HDF,0,hdf amount,hdf
10023,Happy about the resolution,inform me about resolution,0,happi about the resolut,inform me about resolut
61375,"Hey, can you help me find a plumber  .",need a plumber,1,hey can you help me find a plumber,need a plumber
20574,when can i place Payout request,payout request for cash segment,0,when can i place payout request,payout request for cash segment
23846,Send your pic,Give me your pic,1,send your pic,give me your pic
506,I want to book flight tickets for Diwali,Want to book my seat,0,i want to book flight ticket for diwali,want to book my seat
64969,Can I pay my landline bill via Haptik,Can i pay landline bills?,1,can i pay my landlin bill via haptik,can i pay landlin bill
54951,Send joke,Stop sending jokes daily,0,send joke,stop send joke daili
20321,why are you charging convenience fee,How much is ur convenience charge for flight booking,0,whi are you charg conveni fee,how much is ur conveni charg for flight book
49935,Can you schedule a reminder for exercise,set a reminder medicine,0,can you schedul a remind for exercis,set a remind medicin
35417,I want to book flight,like to purchase Flight Tickets,1,i want to book flight,like to purchas flight ticket
45512,Explain me the key features of Total Secure,calculate premium for total secure plus,0,explain me the key featur of total secur,calcul premium for total secur plu
53887,How can I change the bank account?,change bank account,1,how can i chang the bank account,chang bank account
32464,Key features please,What are the key features of Saral Nivesh,0,key featur pleas,what are the key featur of saral nivesh
17942,unable to use amazon pay,unable to pay postpaid bill,0,unabl to use amazon pay,unabl to pay postpaid bill
52587,"Hey, can you remind me to jog?   .",Can you remind me to jog,1,hey can you remind me to jog,can you remind me to jog
75010,make a reminder exercise,I need a reminder for exercising,1,make a remind exercis,i need a remind for exercis
3974,My wrong answers,which answers were wrong,1,my wrong answer,which answer were wrong
46929,Help me with Property loan,Loan for property,1,help me with properti loan,loan for properti
30156,What will be the Survival Benefits of my life,I wanna know about Survival Benefits,0,what will be the surviv benefit of my life,i wan na know about surviv benefit
9478,That's the right order ID,My order ID was right,0,that 's the right order id,my order id wa right
37517,booking train tickets,train tickets booked,1,book train ticket,train ticket book
30642,What will be the Survival Benefits of GCAP,Can you share the Survival benefits?,0,what will be the surviv benefit of gcap,can you share the surviv benefit
43506,Help me for free Entry,Please Free Entry,1,help me for free entri,pleas free entri
7441,reminder to call modification,remind me to do exercise,0,remind to call modif,remind me to do exercis
16776,what are discounts available on flight booking,Please book a flight,0,what are discount avail on flight book,pleas book a flight
44285,any deals on trains,Is there any offer on train tickets,1,ani deal on train,is there ani offer on train ticket
20863,Can I get a discount on common area maintenance charges for unoccupied unit?,common area maintenance charges applicable for my unit?,0,can i get a discount on common area mainten charg for unoccupi unit,common area mainten charg applic for my unit
11998,Any other discount,Coupon,0,ani other discount,coupon
18129,Still not working,still not functional,0,still not work,still not function
38239,check for trains from mumbai to delhi,Send me flight timings from Mumbai to Bangalore,0,check for train from mumbai to delhi,send me flight time from mumbai to bangalor
46438,Are the vouchers transferable among children of Song of Joy?,Transfer voucher,0,are the voucher transfer among children of song of joy,transfer voucher
36485,This is the right ID,My order ID is right,1,thi is the right id,my order id is right
67911,another one,Tell me another one,1,anoth one,tell me anoth one
7882,Can I pay my landline bill via Haptik,How to pay landline bills,1,can i pay my landlin bill via haptik,how to pay landlin bill
24379,Home visit,Home visit is possible ?,1,home visit,home visit is possibl
46325,where can i find lab id?,lab id,0,where can i find lab id,lab id
65721,Need to know the rates for flight,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,0,need to know the rate for flight,can i get the fare rate of flight from amritsar to hyderabad for dec 3
4517,I gave the correct order ID,Can't find order ID.,0,i gave the correct order id,ca n't find order id
59522,You don't work good,Not working properly,0,you do n't work good,not work properli
17344,stop quiz reminder,Quiz,0,stop quiz remind,quiz
6252,show another,"Hey, can you show more reminders on Rembo? .",0,show anoth,hey can you show more remind on rembo
15055,How much will be the Premium amount for Total Secure,Total Secure+,0,how much will be the premium amount for total secur,total secure+
73405,I am getting same without convenience charge,charge convenience fee,0,i am get same without conveni charg,charg conveni fee
16568,schedule a reminder jog,set a reminder medicine,0,schedul a remind jog,set a remind medicin
58789,bad customer service,I had a terrible experience with customer service,0,bad custom servic,i had a terribl experi with custom servic
47420,link to download this app on laptop,Link to download this app on windows,0,link to download thi app on laptop,link to download thi app on window
12664,tell me about discount deal on flight ticket,any flight deals,0,tell me about discount deal on flight ticket,ani flight deal
33980,Explain me the key features of Total Secure,Tell me about Total Secure,0,explain me the key featur of total secur,tell me about total secur
55006,link to download this app on laptop,I want link to download this app on windows phone,0,link to download thi app on laptop,i want link to download thi app on window phone
4662,affect credit score,credit score is bad,0,affect credit score,credit score is bad
10231,what is your name,What is your customer care number,0,what is your name,what is your custom care number
46269,I need to download the payment receipts,how to download my reports,0,i need to download the payment receipt,how to download my report
23822,How much convenience,How much will be the convenience fee,1,how much conveni,how much will be the conveni fee
21286,Any offers currently available on train booking.,Book train,0,ani offer current avail on train book,book train
57961,72 hours still not got cashback,Its 48 hour already left sir,0,72 hour still not got cashback,it 48 hour alreadi left sir
30434,i want to buy extra wifi,how to buy,0,i want to buy extra wifi,how to buy
43891,i want flights from mumbai to delhi,Want to book flight from Mumbai to Delhi,1,i want flight from mumbai to delhi,want to book flight from mumbai to delhi
4150,cheapest fare guarantee,I found a cheaper fare somewhere else,0,cheapest fare guarante,i found a cheaper fare somewher els
73390,Which cost  i have  to pay,Id like to prepone my flight ticket Can u please tell me the extra charges to pay,0,which cost i have to pay,id like to prepon my flight ticket can u pleas tell me the extra charg to pay
44324,connect free wifi,what is the time to use free wifi,0,connect free wifi,what is the time to use free wifi
27846,modify reminder,wake up reminder modify,1,modifi remind,wake up remind modifi
23805,I want discounts on uber.,I want offers on uber tickets.,1,i want discount on uber,i want offer on uber ticket
58181,How much time you take to announce the results,how many days it takes to verify,0,how much time you take to announc the result,how mani day it take to verifi
15294,Looking for nearest pharmacy,find nearest,0,look for nearest pharmaci,find nearest
57884,Landline bill payment is not there?,Bill payment,0,landlin bill payment is not there,bill payment
49477,Issue with login,issue,0,issu with login,issu
5758,cash back,Cash back when I will get,0,cash back,cash back when i will get
42251,not working,Not yet,0,not work,not yet
68722,I want to know the key features of Total Secure,Give me information of Total secure,1,i want to know the key featur of total secur,give me inform of total secur
36998,"Hey, can you tell me a joke .",Tell me jokes everyday,0,hey can you tell me a joke,tell me joke everyday
3908,I want to know key features of My life,Need to know features of My life,1,i want to know key featur of my life,need to know featur of my life
28552,I need 2 tickets,Show for 21st Jan,0,i need 2 ticket,show for 21st jan
10050,Can u change the dates,Could you please help me to modify my date if journey,0,can u chang the date,could you pleas help me to modifi my date if journey
49991,want reminder for birthday,No need of reminder,0,want remind for birthday,no need of remind
8437,i want some support to connect,Need a support from a real person,0,i want some support to connect,need a support from a real person
60436,advise how much home loan I will get,how do i get loan for my,0,advis how much home loan i will get,how do i get loan for my
14955,book gas connection,I need a gas connection,0,book ga connect,i need a ga connect
75435,Procedure to convert,possible to convert physical shares into demat form?,0,procedur to convert,possibl to convert physic share into demat form
67299,I need a reminder for meeting,give reminder,0,i need a remind for meet,give remind
64466,havent got refund,When i get refund,1,havent got refund,when i get refund
17787,This is awesome,Good Evening,0,thi is awesom,good even
24284,I hope today is not holiday,I had beta hcg test yesterday but didn't get report till now,0,i hope today is not holiday,i had beta hcg test yesterday but did n't get report till now
70934,How much water should I drink,Will you remind me to drink water?,0,how much water should i drink,will you remind me to drink water
3874,may i know the cost of the test,I wanted to know the HCV RNA blood test fee,0,may i know the cost of the test,i want to know the hcv rna blood test fee
70204,train arrive at station,please remind me arrival of train at mumbai,0,train arriv at station,pleas remind me arriv of train at mumbai
71969,delhi to kolkata,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,0,delhi to kolkata,pleas proceed with below flight from delhi to bangalor for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec
75719,I want to play another quiz,I want to play the quiz,0,i want to play anoth quiz,i want to play the quiz
70185,I do not see any information desk near me,Unable to see any One time password,0,i do not see ani inform desk near me,unabl to see ani one time password
52982,want to buy Flight Tickets,I want the boarding pass for my flight,0,want to buy flight ticket,i want the board pass for my flight
56743,"Hey, can you remind me to jog?   .",remind me to,0,hey can you remind me to jog,remind me to
14602,expiry of this cashback,Is Amazon cash back offer valid for electricity bill payment,0,expiri of thi cashback,is amazon cash back offer valid for electr bill payment
7906,want to buy Flight Tickets,do i need to book an appoinment,0,want to buy flight ticket,do i need to book an appoin
6305,offer,My Cashback not received,0,offer,my cashback not receiv
52268,how will winnings be distributed in case of a tie,when are winnings distributed,0,how will win be distribut in case of a tie,when are win distribut
29045,looking for Flight Tickets,Can you check flight ticket availabilty,0,look for flight ticket,can you check flight ticket availabilti
66598,Process to get an update,process to change the disctrict as I selected wrong district,0,process to get an updat,process to chang the disctrict as i select wrong district
13765,I want to get back my amount,I didn't get my cash back,0,i want to get back my amount,i did n't get my cash back
39511,Coupon,Didnt received cashback,0,coupon,didnt receiv cashback
68461,Will get back to you,And back to kochi on night 03 dec,0,will get back to you,and back to kochi on night 03 dec
31228,Make my trip is giving cheap flights,I am finding cheaper tickets on other websites,0,make my trip is give cheap flight,i am find cheaper ticket on other websit
67085,Cancel the convenience fees,convenience charge,1,cancel the conveni fee,conveni charg
75670,Do you provide a home loan to single women?,Can single women get home loan,0,do you provid a home loan to singl women,can singl women get home loan
52240,Fraud app,bad,0,fraud app,bad
13491,Even they didn't give me the billing hard copy,Dont send,0,even they did n't give me the bill hard copi,dont send
29588,Railway booking,To book a train ticket,1,railway book,to book a train ticket
10063,Didnt receive OTP,received One time password,1,didnt receiv otp,receiv one time password
44902,That was the right ID,My order ID was right,1,that wa the right id,my order id wa right
5406,Cashback not received,I did not receive mail yet,0,cashback not receiv,i did not receiv mail yet
31180,lightning cable,"Hi, I want to know the price of 2 in 1(Micro and Lightning) cable .",0,lightn cabl,hi i want to know the price of 2 in 1 micro and lightn cabl
40040,prepare a reminder exercise,set reminder exercise,1,prepar a remind exercis,set remind exercis
44129,Can you check flight ticket availabilty,I want to book flight tickets.,0,can you check flight ticket availabilti,i want to book flight ticket
32300,Can u send me your number,Please give your number,1,can u send me your number,pleas give your number
60969,Do u have any offer for flight,what are offers on flight booking,0,do u have ani offer for flight,what are offer on flight book
18732,I want to play quiz,Ready to play,0,i want to play quiz,readi to play
53700,pin did not come,One time password did not come,1,pin did not come,one time password did not come
57092,remaind me about phone,remaind me about,0,remaind me about phone,remaind me about
14712,whats your name,Your Name,1,what your name,your name
45744,i want discount on flight tickets,Tutorial for flights cashback,0,i want discount on flight ticket,tutori for flight cashback
29863,cancel this reminder,I want to remove reminder,1,cancel thi remind,i want to remov remind
43800,Some awesome cashback offers on flights.,Please tell me best domestic flight offer,0,some awesom cashback offer on flight,pleas tell me best domest flight offer
45374,prepare a reminder anniversary,schedule a reminder anniversary,1,prepar a remind anniversari,schedul a remind anniversari
13938,Can't find order ID.,Where can I find my order status?,0,ca n't find order id,where can i find my order statu
22547,On which terminal of igi airport do i have to report on,I want to raise a complaint,0,on which termin of igi airport do i have to report on,i want to rais a complaint
2457,Change Contact Details,contact details of RM,0,chang contact detail,contact detail of rm
16936,That was the right order ID,Can you help me find my order ID?,0,that wa the right order id,can you help me find my order id
63331,set a reminder drink water,Can you schedule a reminder for walk,0,set a remind drink water,can you schedul a remind for walk
10591,I would like to change my  Birthday reminder,I would like to modify my happy birthday! reminder for,0,i would like to chang my birthday remind,i would like to modifi my happi birthday remind for
29698,How can I enter coupon code in trains,How can I use coupon code in flights,0,how can i enter coupon code in train,how can i use coupon code in flight
49487,Blood test results of,Test results are not good,0,blood test result of,test result are not good
43441,One time password didnt receive,no One time password yet,1,one time password didnt receiv,no one time password yet
1546,S2u,Thank you and same to you,1,s2u,thank you and same to you
1751,What does collateral account mean?,POA in Demat Account meant,0,what doe collater account mean,poa in demat account meant
20563,book train ticket,Can I book rail ticket through this app,1,book train ticket,can i book rail ticket through thi app
11210,17kg,Delivery charges 4 Kg,0,17kg,deliveri charg 4 kg
55307,suggest me Flight Tickets,I would like to book a flight ticket,0,suggest me flight ticket,i would like to book a flight ticket
70895,one more time,one more,1,one more time,one more
1040,Still not getting connected.,Still not resolved,0,still not get connect,still not resolv
26260,what is the premium for Total Secure,Total Secure plus,0,what is the premium for total secur,total secur plu
59581,I would like to change my Horoscope reminder,Set a daily reminder for horoscope,0,i would like to chang my horoscop remind,set a daili remind for horoscop
73689,I want to check flight bookings,I need to book a flight,0,i want to check flight book,i need to book a flight
13061,Need to change the destination,I want to change the departure date,0,need to chang the destin,i want to chang the departur date
6937,I am marry,yes i am married,0,i am marri,ye i am marri
29805,Its 48 hour already left sir,72 hours already,1,it 48 hour alreadi left sir,72 hour alreadi
7653,My SIM card is not Indian,my connection is not indian,1,my sim card is not indian,my connect is not indian
5781,I want to download invoice,I WANT TO DOWNLOAD THE REPORT,0,i want to download invoic,i want to download the report
51992,want trains towards,I need train,1,want train toward,i need train
62038,Any offers currently available on cab booking.,Any offers currently available on uber.,1,ani offer current avail on cab book,ani offer current avail on uber
30177,can you help with visa,Visa,0,can you help with visa,visa
48603,how much time does it take to make a bot,time taken to make a bot,1,how much time doe it take to make a bot,time taken to make a bot
72383,i want to purchase a wifi package,Steps to buy,0,i want to purchas a wifi packag,step to buy
11419,Schedule a reminder for horoscope,horoscope reminder,1,schedul a remind for horoscop,horoscop remind
43755,want trains from,please find trains,1,want train from,pleas find train
39272,I would like to book a flight ticket,Help me with flight booking,0,i would like to book a flight ticket,help me with flight book
11765,what kind of Reminders can U set,schedule a reminder medicine,0,what kind of remind can u set,schedul a remind medicin
11582,when will gk prizes be announced?,cricket prize announcement,0,when will gk prize be announc,cricket prize announc
49808,just send me a joke,Stop sending jokes daily,0,just send me a joke,stop send joke daili
20912,Change Bank Account,I want to change bank account,1,chang bank account,i want to chang bank account
37232,Are you a human?,Can I speak with a human,0,are you a human,can i speak with a human
22997,writing name on grievance,I want to write my name in the grievance,1,write name on grievanc,i want to write my name in the grievanc
28180,I want to pay the landline bill,landline bill payments,1,i want to pay the landlin bill,landlin bill payment
55110,Cash back not receive,did not get cash back,0,cash back not receiv,did not get cash back
62966,I want to book this 2 train tickets,buy 2 tickets,0,i want to book thi 2 train ticket,buy 2 ticket
58713,why is my referral code blocked,My referral code is blocked,1,whi is my referr code block,my referr code is block
25254,Is this offer on airtel postpaid also,airtel postpaid bill,0,is thi offer on airtel postpaid also,airtel postpaid bill
65458,I want to know about linking aadhaar card with my pan card.,I dont have an Aadhaar card?,0,i want to know about link aadhaar card with my pan card,i dont have an aadhaar card
65514,i want to buy more wifi,I want to purchase plans,0,i want to buy more wifi,i want to purchas plan
16489,getting cheap on paytm,I got cheaper price for this flight,1,get cheap on paytm,i got cheaper price for thi flight
63109,How much I will hate cash back,any cash back on flights,0,how much i will hate cash back,ani cash back on flight
34061,Book me a night ticket to Delhi tomorrow,i want to go from mumbai to pune,0,book me a night ticket to delhi tomorrow,i want to go from mumbai to pune
31731,Why no cashback got,Why not received refund,1,whi no cashback got,whi not receiv refund
57830,new connection charges,new connection,0,new connect charg,new connect
10344,sign up,Where is my sign up refund fee,0,sign up,where is my sign up refund fee
3721,book ola,want to book ola,1,book ola,want to book ola
45889,your name?,What's your name,1,your name,what 's your name
36614,"Yes, I know about chatbots",I want to learn about chatbots,0,ye i know about chatbot,i want to learn about chatbot
61833,Sale Products,What products are on sale?,1,sale product,what product are on sale
13010,is auto connect chargeable,how does auto connect work,0,is auto connect chargeabl,how doe auto connect work
55619,LPG  Industries,Industrial LPG products,0,lpg industri,industri lpg product
49208,Its been so long I have not received a reply from your recruitment team for a job application,I had submitted my CV to you but I have not received a reply from you,0,it been so long i have not receiv a repli from your recruit team for a job applic,i had submit my cv to you but i have not receiv a repli from you
40889,I want to achieve my Goals,Achieve my goal.,1,i want to achiev my goal,achiev my goal
9879,i would like to book a Painting service,book paint,1,i would like to book a paint servic,book paint
66608,recommend me Flight Tickets,looking to Flight Tickets,0,recommend me flight ticket,look to flight ticket
9305,Explain me the key features of My Life,I want to know key features of My life,1,explain me the key featur of my life,i want to know key featur of my life
61592,avoid excessive bleeding post extraction,swollen mouth post extraction,0,avoid excess bleed post extract,swollen mouth post extract
22147,U.S. number doesnt have signal,I dont have signal,0,u.s. number doesnt have signal,i dont have signal
28270,What is your marketing mail id ?,Your email id,0,what is your market mail id,your email id
43724,delhi to kolkata,i want flights from mumbai to delhi,1,delhi to kolkata,i want flight from mumbai to delhi
68053,make a reminder exercise,make a reminder medicine,0,make a remind exercis,make a remind medicin
2737,I got cheaper price for this flight,I want to know fares of flights,0,i got cheaper price for thi flight,i want to know fare of flight
11782,Mouth Sores,Home care for mouth sores,0,mouth sore,home care for mouth sore
23141,Book train,To book a train ticket,1,book train,to book a train ticket
38012,Now flight not required you can help me only train,"Hello, can you help me find a repair person?",0,now flight not requir you can help me onli train,hello can you help me find a repair person
39722,I didn't get my cash back,cash back issue,0,i did n't get my cash back,cash back issu
2220,Vouchers + Lounge Pass,lounge pass,1,voucher loung pass,loung pass
59993,electric bill offers,Electric bill payment,0,electr bill offer,electr bill payment
49158,Please help me with booking flight tickets,suggest Flight Tickets,0,pleas help me with book flight ticket,suggest flight ticket
29677,any cashback on flight tickets,Any offer running on train,0,ani cashback on flight ticket,ani offer run on train
58356,Please help me with flight booking,Book a flight,0,pleas help me with flight book,book a flight
65402,Facing issues while login using my Email ID,facing issues with login,0,face issu while login use my email id,face issu with login
32261,what is the test charges,I wanted to know the HCV RNA blood test fee,0,what is the test charg,i want to know the hcv rna blood test fee
57869,I am unable to view the status of my report.,I am not able to pull status of report.,0,i am unabl to view the statu of my report,i am not abl to pull statu of report
15726,change my  reminder,sorry change that reminder,1,chang my remind,sorri chang that remind
24270,Didnt receive OTP,received OTP,1,didnt receiv otp,receiv otp
2879,Can we pay landline bill,Can i pay landline bills on haptik,1,can we pay landlin bill,can i pay landlin bill on haptik
50038,Getting error while getting connected,"Trying to get connected, please help",0,get error while get connect,tri to get connect pleas help
31896,Visa required,Visa,0,visa requir,visa
23936,I would like to cancel my Daily motivational quote,I want to cancel my subscriptions,0,i would like to cancel my daili motiv quot,i want to cancel my subscript
7275,change clause agreement,I am not in agreement with the clause,0,chang claus agreement,i am not in agreement with the claus
7385,I am not satisfied with your service,Thank you so much for your service,0,i am not satisfi with your servic,thank you so much for your servic
56804,steps to link,Is it compulsory to link Aadhaar?,0,step to link,is it compulsori to link aadhaar
22527,Is there any cashback,Any Offers on Cinema,0,is there ani cashback,ani offer on cinema
40648,Need to know the Survival Benefits of saral nivesh plan,Survival Benefit,0,need to know the surviv benefit of saral nivesh plan,surviv benefit
66443,I havent receive any password,Why am I not receiving a pin number,0,i havent receiv ani password,whi am i not receiv a pin number
24089,give me address for lab,I need the address of dr lal path,0,give me address for lab,i need the address of dr lal path
18354,looking to Flight Tickets,to buy Flight Tickets,0,look to flight ticket,to buy flight ticket
69832,Is insurance of the project compulsory?,Insurance Project,1,is insur of the project compulsori,insur project
71207,I want to book a cab to home,Book me a cab,0,i want to book a cab to home,book me a cab
43102,password did not come,One time password did not come,1,password did not come,one time password did not come
47313,Email Id to send the proposal for organising events,college would like to organise event,0,email id to send the propos for organis event,colleg would like to organis event
106,"I belong to village, which administration should I choose",Which I administration should I select,0,i belong to villag which administr should i choos,which i administr should i select
47455,Why am I getting error messages,Receiving error message,0,whi am i get error messag,receiv error messag
12135,Book a cab home,Cab booking,0,book a cab home,cab book
10670,recommend Flight Tickets,like to buy Flight Tickets,0,recommend flight ticket,like to buy flight ticket
23388,Cheap flight tickets,like to purchase Flight Tickets,0,cheap flight ticket,like to purchas flight ticket
5750,I want to review all the Key features,Key features please,0,i want to review all the key featur,key featur pleas
31183,New flight booking,I would like to book a flight ticket,0,new flight book,i would like to book a flight ticket
9827,any discount on flight booking,Tutorial for flights deals,0,ani discount on flight book,tutori for flight deal
3048,may i know s Prolactin test cost,how much does the test cost,0,may i know s prolactin test cost,how much doe the test cost
20707,I want to know about Total secure plus plan,total secure plus benefits,0,i want to know about total secur plu plan,total secur plu benefit
66799,want reminder for exercise,want reminder for,0,want remind for exercis,want remind for
